CpuCycles,TaskSizeMB,DeadlineMs,LatencySensitivity,RequiredMemoryMB,EdgeCpuUsagePercent,EdgeMemoryUsagePercent,EdgeQueueSize,BandwidthMbps,NetworkLatencyMs,CloudCpuUsagePercent,CloudQueueSize,ExecutionTimeEdge,ExecutionTimeCloud,TotalResponseTimeEdge,TotalResponseTimeCloud,BestDestination
4307526143.59722,0.37266,4910.28428,0.13338,5789.67314,94.65802,85.78477,10,123.73673,4.3267,88.14933,28,1732.32258,106.95002,2338.28369,958.94763,Cloud
2263557701.16838,55.48132,584.27251,0.42034,2402.3843,72.78331,13.35214,20,592.86007,138.09693,23.39169,39,325.92083,42.6286,1340.97064,1578.13344,Edge
978534474.77265,56.69826,484.46281,0.06436,2537.43638,60.07091,36.33887,16,283.94128,22.78341,26.15266,3,130.52909,18.67847,851.03963,1687.65347,Edge
5212024351.65738,20.4316,984.26792,0.43499,3353.58457,89.96062,37.93127,18,193.63787,95.53709,52.04622,9,825.06614,111.98431,1877.74715,1286.24636,Cloud
1767336075.59806,1.06068,4026.30943,0.07191,949.02436,55.53314,15.09766,13,146.5216,172.31657,27.69566,13,229.06611,33.98778,787.93499,485.81842,Cloud
1551799672.42377,15.84732,998.53121,0.67246,5980.58458,44.39715,92.20844,6,624.7202,94.42032,81.37706,39,495.63107,37.556,723.50337,1486.62155,Edge
7823262953.81564,0.72921,4205.68187,0.32487,2480.56959,82.30673,45.91929,14,21.63236,177.6183,56.64311,36,1188.52794,171.41863,1959.06036,1485.0257,Cloud
3825893395.54584,6.62511,1391.0365,0.724,6063.59788,97.96428,87.27496,25,55.17528,110.14799,38.52957,25,1625.78223,77.41397,3177.88043,1689.81241,Cloud
6491743060.73307,0.39681,755.94897,0.5191,3102.31503,42.67926,81.13643,9,944.49725,35.04799,75.55281,40,1335.4253,153.60955,1670.27629,1275.07658,Cloud
7352706141.25892,29.43912,189.46158,0.3377,609.05465,44.16882,52.42436,5,600.39408,49.03926,48.17604,4,883.35915,155.34364,1072.739,695.60246,Cloud
7890135568.28263,16.15324,5163.39182,0.80237,1160.31679,33.55422,33.32671,18,22.74968,42.93412,51.49369,12,878.13409,169.12191,1473.92328,6182.78885,Edge
7694476719.05834,0.27522,165.4683,0.43293,1841.77297,56.16295,95.78377,9,2.11645,149.18097,74.90524,16,1717.60288,181.60764,2107.06284,1859.34016,Cloud
1905255077.05997,3.09816,231.94697,0.64138,4981.55803,41.11617,19.96811,7,618.47672,147.31897,53.53183,21,224.05192,41.19794,479.56786,780.39558,Edge
5624489137.09935,13.88333,5497.10645,0.63078,4631.58031,59.6793,71.78345,24,615.04529,23.65145,6.8031,14,1434.30823,97.28445,2510.84466,477.39122,Cloud
1455053266.32646,0.67693,3693.20727,0.15915,185.75456,40.19636,77.93514,5,43.80303,4.30478,76.64642,16,169.99431,34.57724,350.43613,592.99421,Edge
4438392054.95938,3.67751,4955.2298,0.80511,1770.84492,68.20431,82.17689,22,575.65919,8.13413,48.11086,31,887.07914,93.74495,1958.30179,797.65079,Cloud
4934650578.43581,0.102,1067.89317,0.51861,1612.16234,89.69094,29.69892,0,54.49945,95.0992,76.88329,3,780.04875,117.37308,780.04875,357.50759,Cloud
3034704884.83305,6.27121,2624.19909,0.05261,4859.72632,30.96564,77.49198,17,2.07052,113.88601,73.32462,37,690.98495,71.18199,1233.87212,25388.35021,Edge
1426978635.40471,140.51579,3494.64289,0.47215,304.73032,94.03475,78.22641,8,4.63356,105.52226,47.90983,11,230.73621,30.11319,713.26132,243016.69957,Edge
6525765055.12733,4.6197,2099.50242,0.93602,1642.08915,19.59983,13.66919,11,5.69655,170.92931,31.04666,20,650.40032,127.52231,945.41946,7282.76338,Edge
2075746781.50739,116.25898,2752.3886,0.2849,286.74522,67.5908,44.92906,6,435.19136,89.98183,82.9541,13,289.89671,50.53946,580.39186,2670.56187,Edge
1274002167.45399,0.99566,1822.55633,0.19601,2571.34356,58.88475,60.51307,1,85.03507,87.94082,54.97672,32,168.68293,27.7186,213.18107,933.60325,Edge
7242999170.71732,5.19964,4035.59019,0.45371,4005.32699,44.23224,64.65304,17,16.64897,4.81741,78.64243,16,1411.11414,173.45804,2055.49081,3115.76132,Edge
7840746160.54573,3.6674,4486.00387,0.85236,4812.25755,64.04817,19.58573,17,43.0752,121.48161,79.97727,9,1071.88339,188.7422,1867.85189,1343.24051,Cloud
99125639.72134,1.58084,354.41416,0.54582,2932.10026,45.96305,35.79753,18,563.14428,153.7515,21.55619,24,12.05723,1.84994,708.3579,615.79548,Cloud
627998554.48678,3.69343,2357.49015,0.5087,3567.42995,78.79607,76.30817,9,4.88085,84.90076,52.27708,21,163.47736,13.50645,644.60144,6646.85536,Edge
6301965505.25816,0.18429,2184.88511,0.45413,1376.39311,27.1356,43.76876,18,5.57541,76.31359,31.93139,25,667.67014,123.66522,1211.46852,924.69509,Cloud
2998277563.06542,0.31636,1364.94004,0.44333,2702.32873,67.40432,14.46119,11,721.48153,93.74803,57.43864,4,418.27052,65.91731,949.92192,295.28075,Cloud
3054692851.14887,1.75407,1289.27109,0.66917,3331.44086,26.29089,60.8279,11,21.86936,164.09731,14.72749,9,443.61409,55.0771,771.754,1089.79639,Edge
450329398.41055,10.95758,1278.69141,0.68839,5852.60644,79.68222,76.95185,25,308.4668,92.98149,50.02699,24,156.29609,9.59147,1502.72105,954.9052,Cloud
3195879532.95367,38.99079,5446.61823,0.31796,4286.94771,49.40872,57.5353,20,240.90173,138.72468,55.54128,33,615.69609,69.70014,1420.37457,2280.5909,Edge
7010006333.72926,97.34338,1674.26507,0.80433,5612.01058,71.73447,81.06842,21,32.41673,144.37384,85.92563,24,2349.01949,172.60559,3404.91026,25149.78677,Edge
1483158531.35807,2.18255,1792.56691,0.07026,247.85976,10.92178,94.26955,0,634.18402,21.87783,83.30548,40,137.09549,36.15961,137.09549,1220.19488,Edge
945379205.41846,25.80744,5161.27695,0.87328,1291.03977,39.45241,38.78102,20,453.61301,96.21412,43.80648,25,109.86284,19.59092,824.9345,1145.90734,Edge
634416339.42277,0.35939,2651.84267,0.18447,4904.26831,67.24225,45.05683,3,26.63484,73.192,16.96076,13,128.07016,11.56992,272.8472,384.71837,Edge
2796239888.82929,1.49208,3574.76869,0.19575,4718.92422,12.76848,37.88277,1,23.27191,136.11609,23.89151,26,262.77311,52.78978,286.51893,1125.13167,Edge
4742222037.79138,10.76751,407.431,0.87715,2858.52964,83.5758,18.96871,17,5.94658,135.76645,24.67594,3,725.46433,89.87211,1670.81917,14876.65547,Edge
1767464501.93108,0.15939,2181.69948,0.93314,3657.83696,31.66001,28.11019,11,11.93772,106.18401,61.86854,14,193.92033,39.58278,548.63737,682.22119,Edge
2112749310.0533,0.51707,4117.35737,0.2866,505.63839,9.73045,55.48204,15,5.78458,83.47314,45.19865,33,193.19411,44.05447,528.87466,1524.69193,Edge
4672555529.56953,116.84128,2105.48105,0.87311,1251.23173,66.89146,76.63665,11,8.42513,65.13016,8.5955,1,649.84136,81.59472,1178.9541,111160.91546,Edge
5732838870.34414,2.26405,5799.42322,0.94368,1651.88657,38.5774,13.08061,13,11.69532,59.88058,8.58161,21,662.0349,100.10259,1121.71266,2014.82804,Edge
4449967509.69438,0.19943,4984.24762,0.94161,1955.22159,64.16779,46.86833,22,189.56343,40.7313,54.52751,14,608.78444,96.63332,1640.04557,492.07855,Cloud
1993095512.52196,11.84023,2873.08222,0.265,5330.81897,31.34883,80.96418,11,180.54934,99.02899,81.47024,0,495.38518,48.25326,848.5619,698.15657,Cloud
3683865521.44488,5.19074,5903.69241,0.2597,70.19015,24.54607,38.00424,19,78.64094,25.19249,20.43104,1,382.34247,68.36676,934.21136,642.64095,Cloud
6496029440.91709,52.14794,625.88669,0.4423,5896.68875,15.81101,42.417,24,5.30502,18.74274,82.88641,30,1026.88125,158.12202,1629.64018,79671.61688,Edge
3255534688.19965,78.90118,5392.30446,0.10911,5744.36154,8.30468,36.33059,13,109.37598,47.68747,61.54086,20,434.57964,72.80969,717.16204,6367.48642,Edge
845840338.2431,6.73005,3042.47723,0.44516,4313.47235,51.99301,65.30496,17,205.49785,16.87818,61.46703,6,183.11413,18.91135,886.86062,446.43944,Cloud
6418084704.02289,0.72484,3287.20954,0.25584,5269.77989,42.81916,87.42591,21,142.51769,109.21304,25.3507,5,1821.85859,122.03317,2604.4997,377.76064,Cloud
7154370537.19273,2.12102,2098.7889,0.22829,911.86558,21.13802,66.20093,20,99.67186,82.44924,48.09092,33,722.22191,151.09694,1272.46409,1101.74861,Cloud
6606276264.06787,41.36321,4089.18988,0.92491,5037.85021,90.45145,10.24227,14,65.99815,60.02151,8.71882,16,1048.47909,115.43784,1870.32324,5435.52722,Edge
6357461522.01084,31.7148,4647.26837,0.37209,4421.81505,59.20728,41.55292,19,41.88775,98.59724,68.2486,11,843.46177,146.13249,1691.68398,6613.67974,Edge
2451047934.45256,0.13562,4913.40446,0.17085,6082.70315,79.79538,37.41045,13,520.10134,173.55691,47.90482,30,581.42934,51.72274,1282.23229,873.18903,Cloud
455155516.44152,8.70929,5951.69867,0.21629,3971.40186,6.352,92.18106,17,188.90776,140.34983,40.85402,1,87.26122,9.30768,441.85402,567.82857,Edge
1457478236.55022,0.25435,5704.50985,0.99144,2889.06031,15.26692,75.74488,11,21.05885,43.24127,26.91844,28,219.83157,27.92399,493.40283,656.48018,Edge
4428644525.52919,2.37041,4663.53678,0.48475,2179.77414,13.03534,14.5622,14,26.62264,67.49616,11.76747,29,417.1611,78.63611,751.28372,1256.22554,Edge
6666702639.97126,0.24815,1750.25985,0.69419,5846.38389,15.84804,15.74336,9,134.48011,126.74959,14.06333,14,643.60372,119.79283,869.78829,532.60819,Cloud
4597560759.35325,23.80311,5244.89492,0.99082,3501.64983,50.59453,35.38902,2,111.86184,72.94672,77.78338,12,576.97291,109.7384,658.50798,2282.63219,Edge
3061059333.66858,54.26695,3707.60998,0.7872,4213.02483,70.85925,83.10293,17,160.68588,164.46229,69.25496,26,889.39173,70.64669,1737.46497,3722.47715,Edge
5689561132.26691,0.18048,3160.45555,0.63222,4400.45805,8.05408,48.46814,22,28.17299,98.50965,7.19777,37,714.0127,98.61789,1189.74805,739.24646,Cloud
2627424734.6108,1.78713,5308.4688,0.60918,2726.46855,37.52856,68.989,7,160.44817,33.62253,6.73425,21,420.19165,45.42872,664.40663,429.75256,Cloud
299425787.96736,2.69373,4532.43618,0.56663,706.49833,82.59885,63.4434,18,958.46972,20.8561,80.35601,31,45.56234,7.21827,1038.61301,920.40367,Cloud
5805648112.46267,4.75726,4578.04946,0.0973,5093.16117,80.36911,90.52109,2,54.33301,87.93562,88.36904,22,2097.69572,144.26446,2206.02792,1588.92145,Cloud
2458447439.87939,19.50348,4680.4388,0.69632,5885.3623,67.91509,39.32578,0,13.22632,129.42457,60.35405,22,541.25351,54.71276,541.25351,12583.14205,Edge
7344253148.22898,0.22683,2878.38688,0.93926,3112.11359,62.82129,48.93533,4,27.10978,18.22796,61.63018,23,996.50063,164.31419,1181.57895,808.44777,Cloud
2818223666.47805,115.10934,2808.69876,0.54302,5826.28645,80.36131,21.03572,2,2.03565,34.37013,84.92553,29,423.5821,69.13143,531.90728,453327.24673,Edge
4481941931.29053,2.28667,982.60549,0.64909,3288.33657,9.81183,27.66362,11,10.03732,150.49289,26.53875,32,410.14188,85.71247,656.71046,2663.2592,Edge
650474047.54463,3.99013,2116.9332,0.83079,796.51199,48.25555,26.53399,16,10.99765,49.56375,20.62697,6,80.36366,12.08358,715.80361,3092.58563,Edge
1649407387.52457,79.55184,4437.94857,0.05901,1525.03949,41.83468,49.04424,9,33.69427,123.24427,85.49481,24,194.95264,40.54714,526.38307,19750.40133,Edge
3175861125.03235,13.50197,2647.89602,0.0058,3079.4143,79.9065,69.91663,12,487.97063,17.7652,82.68042,6,714.26555,77.24412,1361.76065,485.60772,Cloud
4413042016.21704,0.11076,5058.97353,0.56022,3378.73716,31.17755,17.34008,14,200.17989,166.9434,49.35598,37,482.41002,93.71829,930.82857,1130.37088,Edge
5998833876.47515,10.57343,5878.18337,0.91516,3873.60951,97.68941,59.86845,18,482.80221,2.77186,12.55762,16,1475.53828,106.95566,2590.82249,491.66805,Cloud
5665284242.48811,0.10184,4347.70349,0.68704,4823.59169,57.59507,22.73839,17,633.35703,143.06194,35.6419,0,744.01739,113.11784,1490.61968,355.75474,Cloud
3542706190.06954,30.09117,1337.92553,0.25461,5220.85489,90.71075,43.40783,1,249.78304,37.01206,87.65101,40,840.47476,87.79712,899.2946,2269.31583,Edge
2357883098.18966,109.0299,4215.1201,0.09465,1041.44985,97.17066,83.99203,12,5.79699,178.2662,55.49605,31,387.42113,51.41409,1128.14267,151399.20316,Edge
6654236052.86248,97.99641,4584.63719,0.1568,1075.08068,61.23049,28.92439,23,37.78149,123.58306,40.38558,29,894.05477,135.78682,1941.79032,21576.54879,Edge
2486767358.39656,0.12448,2207.71531,0.12375,1344.13288,59.01796,72.24926,22,4.16847,126.35641,12.1539,20,329.53389,44.24463,1309.81167,678.60824,Cloud
7844057398.70577,56.28662,3767.62336,0.98911,3933.68726,96.93423,75.2892,8,83.06199,116.27894,23.86284,35,2337.94385,148.06591,2830.90707,6334.26965,Edge
1772658207.06853,26.24886,5203.1165,0.37885,1387.80231,90.35094,13.64028,9,770.07402,131.15141,22.29565,19,281.1893,33.2038,809.11062,769.92664,Cloud
2487771801.80781,3.49125,2354.11709,0.01276,104.02747,6.15411,26.81426,3,6.2198,136.82827,87.79434,13,220.07267,61.68622,282.38072,5071.85037,Edge
2581775090.88152,0.34821,5186.95392,0.32139,3536.36669,87.18295,21.31848,25,80.50727,134.5898,80.42449,1,402.72024,62.25532,1833.52845,302.39517,Cloud
288468542.52669,104.55885,1863.90883,0.86357,2060.96065,45.51674,31.94398,12,13.61841,131.60634,46.05231,16,34.98083,6.03787,496.77122,61995.45182,Edge
3636489720.58971,3.08483,3198.88601,0.96028,4869.95068,13.79206,73.70737,12,7.65309,126.17312,87.62766,40,694.19018,90.11345,984.66732,4733.23845,Edge
5556368135.4543,37.68049,2172.99439,0.97693,3921.58526,55.03724,73.16895,17,56.39611,43.47371,65.24609,22,1271.20222,126.17385,1998.2371,6093.02823,Edge
3110861122.79951,20.78969,4105.38429,0.97606,318.2085,78.88098,25.19856,1,294.07799,139.45614,69.26985,29,463.72825,71.80036,517.22469,1644.87174,Edge
4711946015.67087,39.08681,3473.29619,0.30661,5850.05732,16.67975,58.5689,22,5.03958,176.7295,70.49915,35,893.23003,109.2906,1454.35957,63280.7957,Edge
7077986699.82142,1.15106,2649.41831,0.66799,2614.25556,87.19173,69.26805,14,58.58117,94.28154,71.6321,34,1516.62297,164.91191,2317.93088,1355.17267,Cloud
5126097942.78447,57.47139,2789.11022,0.23769,3749.17532,46.25358,59.78088,22,142.48895,84.86557,7.18709,2,912.73696,88.84624,1766.64744,3443.76041,Edge
6135784269.95584,2.01813,4201.93638,0.76945,92.61258,45.21201,44.24073,0,10.97359,50.45503,71.99839,17,742.49131,143.16739,742.49131,2142.98006,Edge
4422045486.61692,1.9165,2466.14483,0.73677,5347.18546,23.97103,19.31348,19,16.0119,171.06412,52.71722,8,456.83796,95.28575,1003.79031,1522.70481,Edge
6608332007.19596,0.39544,5716.40387,0.35537,117.94534,69.75357,54.31032,6,13.38724,59.27545,51.23096,20,934.82329,141.4862,1231.15793,883.55093,Cloud
4883548274.16295,0.79652,1737.04511,0.10153,281.40258,31.78433,68.2483,23,6.27988,82.78393,13.97037,4,536.31261,87.7096,1279.28041,1245.88916,Cloud
2363893529.05745,112.05074,4473.24044,0.37257,64.13169,57.6858,38.7005,5,21.38885,94.10397,50.48084,5,310.62703,50.44742,530.42007,42195.0952,Edge
7910107460.48303,0.26477,5192.31415,0.18572,2683.53415,20.43622,95.85404,19,3.96313,124.41553,18.82434,22,1526.04024,145.6224,2042.7699,1138.73107,Cloud
4589574311.7852,121.88343,4656.83874,0.99134,1074.61466,73.58794,19.26231,17,3.67883,158.50526,80.96721,12,663.91228,110.90078,1532.85999,265808.33377,Edge
7529563980.23738,0.34926,5576.28611,0.41315,2894.16614,80.12715,30.76051,20,4.44529,162.82384,5.02132,2,1130.23243,128.99351,2211.3768,1009.84347,Cloud
1143543480.58977,0.23725,1859.90202,0.46855,5359.0021,36.50368,10.39546,8,29.73726,103.27344,89.91093,32,130.08158,28.57916,405.49481,1197.04046,Edge
4641773902.10879,0.16764,1643.19607,0.85891,3728.50923,87.98513,64.15781,0,18.22643,176.65508,81.06046,33,1122.31581,112.20219,1122.31581,1432.66528,Edge
4544111900.77388,0.12686,2576.79625,0.80593,1683.73153,96.86663,95.63865,6,211.4668,40.01941,61.73199,5,1247.82566,101.709,1617.36557,296.68561,Cloud
5042512194.62255,0.43289,900.81491,0.3507,5258.27674,69.95511,35.56561,19,135.82425,75.01706,54.63794,18,714.16728,109.55229,1654.2835,632.74152,Cloud
6397790522.47656,3.82197,1783.67079,0.27285,275.5891,35.4024,27.40525,11,748.95446,50.427,5.07516,10,721.8968,109.6363,1095.13866,325.81214,Cloud
5409302070.13586,2.16177,5675.71296,0.12625,3313.92198,17.16008,43.45013,18,620.63554,39.74574,45.66349,24,528.12854,113.02611,991.12516,666.75804,Cloud
5918129548.62515,1.57335,1874.01173,0.4001,1772.19682,80.41495,74.24297,19,3.83554,164.37477,66.78014,4,889.76585,135.22934,1919.31363,3745.76084,Edge
4151964067.92475,74.54463,3727.52692,0.57259,4156.86879,43.95752,87.27844,4,10.4514,21.32085,33.77961,23,1051.18102,82.18567,1202.30455,57576.6533,Edge
7243282888.84986,4.34702,1811.37557,0.96534,5555.35229,44.26674,87.13929,16,29.21841,63.98204,67.85967,28,2132.66247,166.23312,2739.38298,2180.20942,Cloud
3090385176.3999,1.41281,524.35214,0.57162,2060.4898,97.83389,35.25015,1,2.69416,74.81397,16.05442,8,509.48577,56.10034,571.51102,4477.1107,Edge
1250756290.39237,3.02769,2122.12058,0.58234,4608.24845,86.63102,14.08273,14,123.50609,151.5794,19.70275,6,194.52494,23.12773,992.30037,545.10133,Cloud
5584956764.16669,0.96161,3972.0729,0.34582,3090.99712,19.5161,57.20794,11,172.75629,39.60696,48.23174,33,556.24353,118.02448,850.84821,896.02113,Edge
6315080132.43558,1.39769,354.34573,0.0078,5601.03873,38.44697,61.1122,9,153.08895,8.12463,80.44801,2,1413.22829,152.29167,1730.93853,288.91604,Cloud
5467995369.86183,0.14441,1358.30752,0.02441,140.3719,32.09949,28.49129,7,5.83581,25.84555,87.2993,24,601.93284,135.33253,829.04624,1060.70811,Edge
6517485904.65518,26.63423,1609.32923,0.57473,4883.65751,78.83535,21.06601,24,102.86831,95.32651,7.16335,1,971.29742,112.94764,2254.71925,2345.96327,Edge
5159954383.41515,80.32194,4706.16921,0.07298,4858.36059,43.46704,80.44327,22,786.23145,174.48154,14.96237,17,1323.24956,93.14787,2149.57324,1323.60745,Cloud
6285699699.90556,6.56484,1949.34925,0.1244,5838.07653,65.62157,50.88764,9,93.48527,59.11169,58.0647,20,1555.55435,138.55585,1983.32169,1222.29205,Cloud
6639482473.04162,0.94533,288.53363,0.22457,2815.87852,75.70727,85.5194,0,97.1201,20.66922,11.85088,11,1699.21745,117.94357,1699.21745,359.80277,Cloud
983180627.12587,1.84762,3113.51901,0.52493,421.42829,33.26361,16.5553,15,122.05299,74.06517,72.53657,2,109.18516,22.98973,603.71451,308.95218,Cloud
6605213440.00251,38.02768,5711.36486,0.4396,5728.85156,11.59668,68.15427,22,638.15093,44.86647,54.68091,6,1297.16576,143.5294,1807.97294,817.02146,Cloud
7221042547.29163,1.77912,1539.26647,0.44782,2922.71591,27.52301,26.85676,7,750.856,99.69222,6.51744,2,767.37425,124.70837,980.07174,310.86788,Cloud
6271525632.2974,1.90924,912.31594,0.01298,2928.4483,6.2116,50.17338,20,103.84768,16.05817,71.18683,4,555.09065,145.86339,970.99505,411.85441,Cloud
2346103636.94192,131.95451,915.23266,0.47404,5987.52878,43.89821,62.19132,14,2.05913,26.44904,18.58582,7,578.31616,43.13916,1106.8749,512841.02079,Edge
4021794533.7397,0.10677,4981.58566,0.0129,82.68997,10.9309,66.25631,0,584.22134,167.3568,44.20147,15,371.7844,83.49002,371.7844,550.33204,Edge
395085036.70575,4.1958,4874.43685,0.73959,2629.76183,23.56865,67.07012,14,227.27377,11.5982,73.87672,2,40.68344,9.2873,441.16596,229.66065,Cloud
7115569921.52034,1.25653,2018.52226,0.6597,6132.8084,33.08495,12.64292,20,13.00299,46.29892,76.59628,35,789.14609,169.05822,1446.91068,1958.76417,Edge
4950668267.85946,8.20902,1775.98952,0.68464,5611.50295,51.41832,57.88933,16,39.75047,112.98823,80.80479,11,1173.02235,119.55166,1831.23427,2267.55435,Edge
2301172138.19231,0.20644,2171.19397,0.47648,4293.91477,25.95847,88.7806,19,3.08633,70.99846,20.24049,0,525.09879,42.66554,1089.04372,682.61049,Cloud
7352373508.50477,6.31386,3944.55619,0.24808,1763.55162,7.0884,30.18192,16,273.01838,32.91798,60.41389,30,656.12825,163.66784,995.16472,1088.49285,Edge
2694947854.68324,0.29258,826.04876,0.88899,3512.65373,8.19992,40.19577,7,47.51321,127.43138,74.52234,4,242.99428,63.51152,394.82402,459.07126,Edge
1707168599.57071,89.66783,5693.35091,0.75924,1408.46601,49.95499,75.85174,25,10.05434,25.16556,46.97064,26,213.33205,35.87751,1225.32573,71955.39058,Edge
3807253552.18502,35.98912,5829.89023,0.34529,4594.34275,15.73717,66.37904,14,71.09838,21.11554,60.27787,31,660.68444,84.70359,1011.82863,4883.70569,Edge
6545249533.65105,25.69119,5602.61999,0.35121,6015.32121,87.83851,39.06395,1,61.06181,147.66446,37.8539,28,1639.12641,132.02853,1696.65374,4210.66044,Edge
6953106808.29133,0.29485,2081.12394,0.5551,3428.08557,93.34151,49.75699,8,2.82228,117.42756,54.13288,26,1120.27011,150.7362,1600.29953,1738.77126,Edge
4402139512.35737,137.74138,2595.08127,0.36022,4371.5695,51.54636,49.42589,20,3.78731,171.78877,53.00198,27,781.53815,94.97289,1605.45537,291866.8106,Edge
262047513.09103,6.7898,3244.05501,0.08739,4033.00427,32.36373,38.26148,8,469.10593,84.02945,46.19853,31,28.90466,5.4884,289.4141,837.72622,Edge
5046367679.67435,1.51043,3513.97582,0.53943,3134.86093,7.43333,95.20507,23,55.53814,148.99784,23.21787,11,912.36672,94.95482,1403.3017,708.08484,Cloud
2277999357.26356,0.21211,2974.88323,0.57729,5610.07587,77.41207,71.45903,11,453.57264,59.48382,35.93345,39,723.69765,45.54595,1304.88739,841.41922,Cloud
6481416041.30222,0.38016,2315.29415,0.47506,5840.81999,41.03932,12.63358,9,60.87834,82.62905,65.84087,39,761.77873,147.53676,1089.98796,1274.29049,Edge
2673690995.77129,0.47931,231.2639,0.48716,1556.88317,15.05884,42.13565,23,276.5316,83.16556,54.77635,27,256.35983,58.12217,826.21885,791.04067,Cloud
5351397553.38961,0.35123,4118.75456,0.61728,4500.48406,45.07581,53.38241,24,8.61592,18.25053,73.53276,21,981.05761,125.62543,1899.87637,1030.98059,Cloud
2930176485.62332,0.59507,2341.59963,0.52692,4982.93133,42.81201,38.22387,1,123.55821,142.82005,12.27134,12,348.72034,52.16564,385.98574,461.16651,Edge
993900000.0916,1.37156,2278.51754,0.84021,1234.93075,6.03416,32.683,1,5.73072,44.63889,18.43095,7,87.82279,18.26116,108.53816,2113.47269,Edge
3141913689.06382,13.53629,213.42594,0.71668,5683.82453,42.08228,92.98713,2,3.72235,78.56814,22.49297,10,966.25319,58.90884,1040.12724,29435.20733,Edge
3105179363.53813,1.03648,2088.61274,0.62758,2986.68408,36.53853,47.44907,16,523.15234,14.85324,79.02935,24,353.31386,74.47524,904.39128,771.77485,Cloud
6731700731.96837,3.05258,447.98016,0.37039,3911.21917,80.55664,90.9031,7,56.73958,123.63755,72.06194,1,2150.28822,157.11163,2530.04162,782.79483,Cloud
1162114555.46418,91.40543,1726.53598,0.31936,3953.25235,96.44924,29.30268,24,8.20319,150.66923,18.94989,7,190.2471,21.40764,1663.89887,89460.67906,Edge
3568260094.64835,0.89409,4427.47599,0.29695,5850.27656,73.30425,62.5415,4,30.41305,46.81135,70.31188,30,1045.66413,82.70166,1249.61178,1142.65877,Cloud
7461505864.58924,2.49205,1683.48937,0.99736,4212.35763,94.19671,13.77701,11,2.22194,121.7986,50.996,13,1207.49989,159.59056,1871.7736,9651.2516,Edge
5405487488.562,2.53155,5269.45207,0.14625,1558.21776,76.14914,90.20351,19,19.46774,166.33569,83.22932,6,1217.58553,131.74841,2210.66064,1532.58074,Cloud
3979795183.90717,90.76184,690.45947,0.39824,5020.36238,31.86927,53.06922,18,14.21867,42.18996,15.75012,15,715.95765,72.13383,1298.09871,51399.38774,Edge
2570890974.89179,2.3081,646.29896,0.52949,1833.3016,38.25722,20.40772,12,133.90605,92.37871,20.12421,20,296.20353,47.63866,718.7925,615.37095,Cloud
3496603172.62011,70.33466,5690.11876,0.48897,2206.53724,81.88165,58.47267,20,3.82205,31.69276,29.23734,35,529.97328,67.74259,1626.9081,147908.58796,Edge
4382568740.04498,0.49663,939.24424,0.95899,4628.29133,45.43678,79.39636,1,71.19639,12.35583,60.55366,35,1098.36654,97.61509,1136.81309,993.88767,Cloud
6687855502.09594,1.82458,5570.49458,0.89379,2972.604,37.60498,52.22188,24,177.3351,118.70039,78.03556,10,766.90186,159.78746,1605.03567,738.5704,Cloud
1291640614.15551,7.34595,1306.87811,0.63428,3109.47816,70.87138,19.54876,20,17.37446,94.77619,66.25808,8,183.92035,29.45157,1181.76277,3763.37007,Edge
2803550609.01658,91.62984,428.21231,0.53874,1442.70258,12.54491,51.53649,24,25.62041,41.98781,9.25062,27,262.9378,49.12719,830.42284,29050.20113,Edge
4889654794.33055,0.66978,1378.16301,0.33929,4908.2124,88.74267,62.67008,20,54.0028,139.36146,15.03922,36,1385.63391,88.30319,2544.31796,853.28047,Cloud
4433311090.7503,6.27197,1860.20344,0.05374,4010.31216,95.97624,25.81974,7,11.97614,109.46269,78.17262,16,724.01969,105.97774,1152.34484,4846.13161,Edge
4207025376.47776,1.05282,4802.91388,0.43367,2677.09978,24.60325,17.38228,17,4.13803,7.64214,65.34187,23,436.84085,95.57032,931.05569,2702.56672,Edge
7296846968.70244,2.38361,5509.88606,0.40117,1639.50775,85.40574,52.19418,10,8.97225,98.49312,33.75984,28,1127.39774,144.42341,1691.72355,2895.70978,Edge
1816771454.86082,2.22613,5340.95997,0.58773,2142.75659,97.55879,11.45092,15,245.53025,98.57928,67.94064,23,299.09932,41.70847,1227.62118,844.5386,Cloud
2337895376.20633,0.31303,2486.73209,0.80004,1556.90635,97.76674,25.96732,11,84.95059,61.6889,30.02808,10,385.29829,45.46515,1067.24364,352.0485,Cloud
5259915475.62178,46.11454,4958.06018,0.33275,790.33383,49.9898,28.31642,0,315.93711,155.95319,21.06604,24,657.44474,97.92503,657.44474,1824.68919,Edge
3150086010.71317,2.98909,5448.74727,0.88871,1795.70314,76.62166,55.93843,15,10.07359,161.09208,53.28409,6,463.64453,68.04305,1250.84075,2876.43906,Edge
2245923948.61203,148.4678,849.14104,0.69708,398.51405,27.22186,37.17768,25,496.79953,113.67528,22.13393,7,238.10884,42.03495,994.35471,2729.8254,Edge
1364254075.62137,0.47509,5043.54657,0.23245,536.03068,87.64884,56.69825,17,81.57408,13.85976,85.16165,0,213.33391,33.49517,1189.84755,97.16865,Cloud
2455409217.34898,5.24067,907.96324,0.4007,3476.00999,63.79343,95.57911,1,5.06411,51.16474,73.43307,24,707.23917,57.61869,753.94621,9035.9333,Edge
